,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
1345,Neutral,WeakUp,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Wet,Wet,PC,PC,PC,Cloudy,None,None,StrongWest,None,Strong,Weak,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul2_Jul15,K,CThruK,Stifling,Average,Average,K,N1GtLIGt_4,Neutral,Average,Average,ACEFK,None,Weak,Slight,K,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,DryMMoistL,None,SigPositive,Moving,AllElse,LVorOther,DenvCyclone
68,WeakUp,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Wet,PC,Clear,Clear,Clear,Weak,Weak,Other,None,None,None,None,DecCapIncIns,Decreasing,WeakPos,Decreasing,SVR,Aug20_Sep15,G,CThruK,PartInhibit,Average,LessThanAve,G,N5GtLIGt_8,Instability,MoreUnstable,LessUnstable,GJ,PartInhibit,Moderate,Slight,G,XNIL,XNIL,SVR,LowEvrywhere,Steep,Dry,Steep,NoMajor,Other,None,LittleChange,None,NWQuad,Westerly,WidespdDnsl
4210,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Dry,Neutral,PC,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,None,Weak,Some,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,Aug11_Aug20,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,LIGt0,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,E,XNIL,SVR,SVR,LowAtStation,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,Other,LittleChange,None,LV,Westerly,LongAnticyc
1815,StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,Wet,VeryWet,Neutral,VeryWet,PC,PC,PC,Cloudy,None,None,StrongWest,None,None,Strong,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,PartInhibit,Weak,None,E,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,DryLine,PosToNeg,Moving,SWQuad,LVorOther,DenvCyclone
568,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,Clear,Cloudy,Clear,PC,Strong,Strong,Other,None,None,None,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug11_Aug20,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,LIGt0,Stability,LessUnstable,LessUnstable,B,None,Strong,Strong,B,SVR,SVR,SVR,Other,Stable,Dry,ModerateOrLe,NoMajor,Other,DenvCyclone,LittleChange,Other,NWQuad,Westerly,DenvCyclone
2167,Down,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Strong,Strong,Marked,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Jul16_Aug10,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,LIGt0,Instability,Average,Average,GJ,PartInhibit,Strong,Moderate,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,DryLine,LittleChange,None,NWQuad,Westerly,WidespdDnsl
96,Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,Weak,Strong,Other,None,None,None,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,May15_Jun14,D,CThruK,Stifling,Average,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,D,PartInhibit,Weak,None,D,XNIL,XNIL,SIG,HighEvrywher,Steep,Dry,CloseToDryAd,StrongFront,DryMMoistL,DenvCyclone,SigPositive,Other,AllElse,LVorOther,WidespdDnsl
4181,WeakUp,Down,Neutral,Down,Down,Dry,Wet,Dry,Dry,Clear,Clear,Clear,Clear,None,Weak,DCVZFavor,None,None,Weak,Some,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,PartInhibit,Weak,None,B,XNIL,XNIL,XNIL,HighEvrywher,Stable,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,LittleChange,None,NWQuad,Westerly,DenvCyclone
3353,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,PC,PC,PC,PC,None,Weak,Westerly,None,Weak,None,Some,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Neutral,MoreUnstable,Average,ACEFK,None,Unfavorable,None,K,XNIL,XNIL,XNIL,LowNHighS,Steep,Dry,ModerateOrLe,StrongFront,DryMMoistL,Other,SigPositive,Other,SWQuad,Westerly,SEQuad
139,Down,Neutral,Neutral,Down,Down,Dry,Dry,Dry,Dry,PC,PC,PC,PC,Strong,Strong,Other,Weak,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,E,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,PartInhibit,Strong,Strong,E,SIG,SIG,SIG,LowEvrywhere,Steep,Average,Steep,NoMajor,MoistMDryL,DryLine,LittleChange,None,AllElse,Westerly,WidespdDnsl
4954,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Neutral,Neutral,PC,PC,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,IncCapDecIns,Increasing,WeakPos,LittleChange,XNIL,Aug20_Sep15,C,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Slight,C,SIG,SIG,SIG,LowNHighS,Steep,Dry,CloseToDryAd,OtherRapid,Other,E_W_N,SigPositive,Other,AllElse,LVorOther,LongAnticyc
2602,StrongUp,Down,Down,Neutral,Neutral,Wet,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jul2_Jul15,I,CThruK,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Moderate,Slight,I,XNIL,XNIL,SVR,LowSHighN,ModerateOrLe,Average,ModerateOrLe,NoMajor,Other,E_W_N,SigNegative,QStationary,AllElse,LVorOther,E_NE
4023,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,Clear,PC,PC,Cloudy,Weak,Strong,DCVZFavor,Weak,Strong,Strong,Marked,LittleChange,LittleChange,Negative,LittleChange,XNIL,Jul16_Aug10,E,CThruK,None,LessThanAve,LessThanAve,CDEJ,LILt_8,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Slight,E,SIG,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,E_W_S,LittleChange,None,NWQuad,Westerly,LV
4772,Down,Neutral,WeakUp,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,PC,PC,PC,Cloudy,None,None,DCVZFavor,None,None,Weak,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,K,N5GtLIGt_8,Stability,Average,Average,ACEFK,PartInhibit,Weak,Slight,K,SIG,SIG,SIG,LowEvrywhere,Steep,Dry,ModerateOrLe,StrongFront,Other,MovingFtorOt,SigNegative,None,AllElse,Westerly,WidespdDnsl
1606,Down,Neutral,WeakUp,WeakUp,WeakUp,Dry,Dry,Dry,Neutral,PC,PC,PC,PC,Strong,Strong,Other,None,Weak,Strong,Some,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,May15_Jun14,E,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,Stifling,Weak,None,E,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,E_W_S,SigNegative,None,SWQuad,Westerly,LV
1629,Down,StronUp,Neutral,WeakUp,WeakUp,Wet,Neutral,Dry,Dry,Cloudy,PC,Cloudy,Cloudy,Weak,Strong,StrongWest,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Jul2_Jul15,B,AB,PartInhibit,Average,MoreThanAve,ABI,N5GtLIGt_8,Instability,LessUnstable,Average,B,None,Moderate,Strong,B,XNIL,XNIL,SIG,LowNHighS,Stable,Average,Steep,NoMajor,Other,MovingFtorOt,SigPositive,QStationary,SWQuad,LVorOther,SEQuad
1539,WeakUp,Down,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,PC,PC,PC,None,Weak,DCVZFavor,None,None,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,Average,Average,B,None,Weak,Slight,B,SVR,SVR,SVR,LowMtsHighPl,Steep,VeryMoist,CloseToDryAd,OtherRapid,DryMMoistL,E_W_S,LittleChange,QStationary,AllElse,Westerly,DenvCyclone
1694,Neutral,Neutral,Down,Neutral,Neutral,Dry,VeryWet,Wet,Neutral,Cloudy,Clear,Cloudy,Clear,Strong,Strong,Westerly,Weak,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,May15_Jun14,B,AB,Stifling,Average,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,None,Unfavorable,None,B,SIG,SIG,SVR,LowMtsHighPl,Steep,Average,Steep,NoMajor,Other,None,NegToPos,Other,LV,LVorOther,DenvCyclone
2059,Down,Down,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Aug20_Sep15,H,CThruK,Stifling,Average,Average,H,N1GtLIGt_4,Stability,LessUnstable,Average,HI,None,Weak,Moderate,H,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,OtherRapid,Other,MovingFtorOt,NegToPos,None,AllElse,LVorOther,SEQuad
463,Neutral,Neutral,WeakUp,Neutral,Neutral,Dry,Dry,Wet,Wet,PC,Clear,PC,PC,Weak,Weak,DCVZFavor,None,Weak,Strong,Some,IncCapDecIns,Increasing,Neutral,Decreasing,XNIL,May15_Jun14,G,CThruK,PartInhibit,Average,MoreThanAve,G,N5GtLIGt_8,Stability,Average,Average,GJ,Stifling,Moderate,Slight,G,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,Steep,NoMajor,Other,None,SigPositive,None,NWQuad,Westerly,LV
2330,Down,Down,Down,Down,Down,Dry,Neutral,Wet,Neutral,Clear,PC,Clear,Clear,None,Weak,Westerly,None,Weak,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jun15_Jul1,B,AB,None,LessThanAve,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Moderate,Moderate,B,SIG,SIG,SIG,LowMtsHighPl,Stable,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,DenvCyclone
3043,Down,StronUp,StrongUp,WeakUp,WeakUp,VeryWet,VeryWet,VeryWet,VeryWet,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Decreasing,SVR,Aug20_Sep15,A,AB,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Slight,A,SVR,SVR,SVR,Other,Steep,VeryMoist,CloseToDryAd,MarkedUpper,Other,DenvCyclone,LittleChange,Other,SWQuad,Westerly,SEQuad
4734,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Neutral,Wet,PC,PC,PC,PC,Strong,Strong,Other,Weak,Strong,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Strong,Moderate,I,XNIL,XNIL,XNIL,HighEvrywher,Steep,Dry,CloseToDryAd,StrongFront,DryMMoistL,E_W_S,SigNegative,QStationary,NWQuad,LVorOther,E_NE
594,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,VeryWet,Dry,VeryWet,Wet,Clear,Cloudy,PC,Clear,None,Weak,DCVZFavor,None,Strong,Weak,Some,DecCapIncIns,Decreasing,WeakPos,Increasing,XNIL,May15_Jun14,D,CThruK,Stifling,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,D,PartInhibit,Strong,Moderate,D,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,CloseToDryAd,MarkedUpper,Other,None,PosToNeg,None,SWQuad,LVorOther,DenvCyclone
3814,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Wet,Wet,PC,Clear,PC,PC,None,None,Westerly,None,Weak,Weak,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,D,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,D,None,Moderate,Slight,D,SVR,SVR,SVR,LowAtStation,CloseToDryAd,Average,Steep,OtherRapid,Other,None,NegToPos,Other,NWQuad,Westerly,WidespdDnsl
625,Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,Clear,Cloudy,Clear,Clear,Weak,Strong,StrongWest,Strong,Strong,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,None,Unfavorable,Slight,A,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Average,Steep,MarkedUpper,Other,DenvCyclone,PosToNeg,Moving,SWQuad,LVorOther,DenvCyclone
450,WeakUp,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,StrongPos,Increasing,SIG,Jul16_Aug10,J,CThruK,TotalInhibit,MoreThanAve,Average,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,GJ,Stifling,Moderate,Slight,J,SVR,SVR,SVR,LowSHighN,ModerateOrLe,Average,Steep,OtherRapid,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,LV
1499,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,None,Weak,Some,DecCapIncIns,Decreasing,StrongPos,Increasing,SIG,Jun15_Jul1,E,CThruK,None,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Moderate,E,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Average,ModerateOrLe,NoMajor,Other,MovingFtorOt,NegToPos,None,AllElse,Westerly,LongAnticyc
2456,StrongUp,WeakUp,Down,WeakUp,WeakUp,Wet,Neutral,Neutral,Neutral,PC,Clear,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,I,CThruK,PartInhibit,Average,Average,ABI,LIGt0,Stability,LessUnstable,Average,HI,PartInhibit,Strong,Moderate,I,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,MovingFtorOt,SigNegative,QStationary,SWQuad,LVorOther,LV
4722,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Dry,VeryWet,VeryWet,Clear,Clear,Clear,PC,Weak,Weak,DCVZFavor,Weak,None,Strong,None,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,Stability,Average,LessUnstable,ACEFK,None,Moderate,Strong,K,XNIL,XNIL,SIG,LowNHighS,Stable,VeryMoist,ModerateOrLe,StrongFront,Other,Other,SigNegative,None,AllElse,Westerly,E_NE
2984,Down,Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,PC,PC,PC,Strong,Strong,Other,Weak,None,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,May15_Jun14,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,N5GtLIGt_8,Neutral,Average,Average,HI,PartInhibit,Weak,None,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,Average,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_N,NegToPos,Other,NWQuad,LVorOther,E_NE
1569,WeakUp,Neutral,Down,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,Clear,PC,Clear,PC,Strong,Strong,Westerly,None,Weak,None,Some,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,B,Stifling,Unfavorable,None,B,SIG,SIG,SIG,LowNHighS,Steep,VeryMoist,Steep,OtherRapid,DryMMoistL,MovingFtorOt,SigNegative,Other,AllElse,LVorOther,DenvCyclone
1034,Down,Down,Neutral,Down,Down,Dry,Dry,Wet,Wet,PC,Clear,PC,Clear,Weak,Strong,Other,Weak,Strong,Weak,Some,LittleChange,LittleChange,Neutral,LittleChange,SVR,Jul2_Jul15,J,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,GJ,None,Weak,Strong,J,XNIL,XNIL,SVR,LowAtStation,Steep,Dry,ModerateOrLe,NoMajor,DryMMoistL,E_W_S,NegToPos,None,LV,LVorOther,LV
3518,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jun15_Jul1,C,CThruK,Stifling,Average,Average,CDEJ,N5GtLIGt_8,Stability,Average,LessUnstable,ACEFK,None,Weak,Slight,C,XNIL,XNIL,XNIL,Other,ModerateOrLe,Dry,CloseToDryAd,NoMajor,Other,DryLine,NegToPos,None,NWQuad,Westerly,LongAnticyc
1557,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Wet,VeryWet,PC,PC,PC,PC,Strong,Strong,Westerly,Weak,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Jul2_Jul15,H,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,HI,None,Moderate,Moderate,H,XNIL,XNIL,XNIL,LowSHighN,Stable,Average,ModerateOrLe,MarkedUpper,Other,E_W_S,NegToPos,Moving,NWQuad,LVorOther,E_NE
3624,StrongUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,Neutral,Wet,Wet,Clear,Clear,Clear,PC,None,Weak,DCVZFavor,Weak,None,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul2_Jul15,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,Average,Average,ACEFK,TotalInhibit,Unfavorable,None,E,SIG,XNIL,XNIL,LowAtStation,ModerateOrLe,Average,ModerateOrLe,OtherRapid,MoistMDryL,Other,LittleChange,None,AllElse,Westerly,DenvCyclone
4664,Down,StronUp,Down,Down,Down,Neutral,VeryWet,Neutral,Dry,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,Strong,Strong,Marked,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,Jul16_Aug10,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,D,Stifling,Weak,Slight,D,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,ModerateOrLe,OtherRapid,MoistMDryL,DryLine,NegToPos,Other,SWQuad,Westerly,DenvCyclone
150,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Dry,Wet,Wet,Wet,PC,Clear,Cloudy,PC,Weak,Weak,StrongWest,Strong,None,Strong,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jun15_Jul1,G,CThruK,PartInhibit,Average,MoreThanAve,G,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,GJ,None,Strong,Strong,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,PosToNeg,None,AllElse,Westerly,LongAnticyc
1420,StrongUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,Wet,VeryWet,VeryWet,Clear,PC,Clear,PC,None,None,DCVZFavor,None,None,Strong,None,DecCapIncIns,Decreasing,Negative,LittleChange,XNIL,Aug20_Sep15,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,LILt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Strong,A,XNIL,XNIL,XNIL,LowAtStation,Stable,Average,Steep,StrongFront,Other,DenvCyclone,NegToPos,QStationary,AllElse,Westerly,DenvCyclone
2011,Neutral,Neutral,Down,Neutral,Neutral,Dry,Neutral,Wet,Neutral,PC,PC,PC,PC,Weak,Weak,StrongWest,Strong,Weak,Strong,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,D,CThruK,Stifling,Average,Average,CDEJ,LILt_8,Stability,Average,Average,D,PartInhibit,Weak,None,D,XNIL,XNIL,SIG,LowMtsHighPl,CloseToDryAd,Average,CloseToDryAd,OtherRapid,DryMMoistL,DryLine,LittleChange,QStationary,NWQuad,LVorOther,SEQuad
2686,Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Wet,Wet,Wet,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,Weak,None,None,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,May15_Jun14,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Instability,MoreUnstable,Average,GJ,None,Unfavorable,None,G,XNIL,XNIL,SVR,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,LittleChange,None,SWQuad,Westerly,WidespdDnsl
1786,WeakUp,StronUp,StrongUp,StrongUp,StrongUp,Dry,Neutral,Wet,Wet,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Westerly,None,Weak,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SVR,Aug20_Sep15,H,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,H,N5GtLIGt_8,Stability,MoreUnstable,LessUnstable,HI,None,Weak,Slight,H,XNIL,XNIL,SVR,LowSHighN,Stable,Average,ModerateOrLe,OtherRapid,DryMMoistL,MovingFtorOt,NegToPos,None,AllElse,LVorOther,LongAnticyc
88,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Aug20_Sep15,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,None,Unfavorable,None,E,XNIL,XNIL,SIG,LowEvrywhere,Steep,Average,Steep,NoMajor,MoistMDryL,None,LittleChange,None,AllElse,Westerly,LV
457,Down,Neutral,WeakUp,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,PC,PC,PC,PC,None,None,Westerly,None,Weak,Strong,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Aug20_Sep15,B,AB,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Instability,Average,Average,B,None,Moderate,Strong,B,SVR,SVR,SVR,LowSHighN,ModerateOrLe,VeryMoist,CloseToDryAd,OtherRapid,DryMMoistL,DenvCyclone,NegToPos,Other,NWQuad,LVorOther,DenvCyclone
1305,WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,PC,PC,Weak,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,May15_Jun14,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,LIGt0,Instability,LessUnstable,LessUnstable,ACEFK,TotalInhibit,Moderate,None,C,XNIL,XNIL,SVR,HighEvrywher,ModerateOrLe,Dry,Steep,NoMajor,DryMMoistL,E_W_S,SigPositive,Other,NWQuad,LVorOther,LongAnticyc
2925,Down,StronUp,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Dry,Neutral,PC,Clear,PC,Cloudy,Strong,Strong,DCVZFavor,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jul16_Aug10,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,Average,B,TotalInhibit,Strong,None,B,SVR,SVR,SVR,LowNHighS,Steep,Average,Steep,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Moving,NWQuad,LVorOther,DenvCyclone
3270,Neutral,Neutral,WeakUp,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,Clear,PC,PC,PC,Weak,Strong,DCVZFavor,Weak,None,None,Marked,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,May15_Jun14,B,AB,PartInhibit,Average,MoreThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,B,None,Moderate,Moderate,B,SVR,SVR,SVR,HighEvrywher,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,DenvCyclone,LittleChange,Other,SWQuad,LVorOther,SEQuad
3227,Down,Down,Neutral,Down,Down,Neutral,Dry,Dry,Dry,PC,PC,PC,Cloudy,Strong,Strong,StrongWest,Weak,None,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jun15_Jul1,J,CThruK,PartInhibit,Average,LessThanAve,CDEJ,LIGt0,Stability,Average,Average,GJ,PartInhibit,Weak,None,J,XNIL,XNIL,SIG,LowAtStation,Steep,Dry,ModerateOrLe,NoMajor,Other,E_W_N,LittleChange,None,LV,LVorOther,DenvCyclone
