"","dm_1","foto_1","straaling_1","temp_1","lai_1","meldug_1","lai_0","dm_2","foto_2","straaling_2","temp_2","lai_2","meldug_2","dm_3","foto_3","straaling_3","temp_3","lai_3","meldug_3","dm_4","foto_4","straaling_4","temp_4","lai_4","meldug_4","mikro_1","middel_1","mikro_2","middel_2","mikro_3","middel_3","nedboer_1","nedboer_2","nedboer_3","udbytte"
"837","0_40_kg_m2","0_70_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","0_5___1_%","5_5___6_5","0_60_kg_m2","0_45_kg_m2","150___199_MJ_m2","___13_0_C","5_5___6_5","0_00___0_01__","1_26_kg_m2","1_15_kg_m2","350___399_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_50_kg_m2","0_60_kg_m2","350___399_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_25_l_ha","T_rt_og_varmt","0_25_l_ha","____4","0___1","0___1","127___129_hkg_ha"
"838","0_32_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","2___6_%","4_5___5_5","0_62_kg_m2","0_60_kg_m2","200___249_MJ_m2","15_0___16_9_C","4_5___5_5","2___6__","1_08_kg_m2","0_90_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","10___25__","1_12_kg_m2","0_25_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_01___0_5__","V_dt_og_koldt","0_l_ha","T_rt_og_varmt","0_l_ha","T_rt_og_koldt","0_75_l_ha","2___3","2___3","0___1","95___97_hkg_ha"
"839","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","1___2_%","3_5___4_5","0_54_kg_m2","0_55_kg_m2","200___249_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_04_kg_m2","0_85_kg_m2","300___349_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_26_kg_m2","0_60_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_25_l_ha","T_rt_og_koldt","0_50_l_ha","0___1","0___1","2___3","105___107_hkg_ha"
"840","0_16_kg_m2","0_35_kg_m2","150___199_MJ_m2","15_0___16_9_C","2_5___3_5","2___6_%","3_5___4_5","0_32_kg_m2","0_40_kg_m2","200___249_MJ_m2","____17_0_C","1_5___2_5","0_01___0_5__","0_78_kg_m2","0_80_kg_m2","350___399_MJ_m2","13_0___14_9_C","1_5___2_5","1___2__","0_84_kg_m2","0_35_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_l_ha","T_rt_og_varmt","0_25_l_ha","2___3","2___3","0___1","69___71_hkg_ha"
"841","0_32_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01_%","___6_5","0_56_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01__","1_20_kg_m2","1_10_kg_m2","300___349_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_42_kg_m2","0_55_kg_m2","___300_MJ_m2","15_0___16_9_C","1_5___2_5","0_01___0_5__","V_dt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_l_ha","____4","2___3","2___3","119___121_hkg_ha"
"842","0_20_kg_m2","0_40_kg_m2","___150_MJ_m2","13_0___14_9_C","5_5___6_5","0_5___1_%","5_5___6_5","0_50_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_04_kg_m2","0_95_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_24_kg_m2","0_55_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_l_ha","____4","2___3","2___3","105___107_hkg_ha"
"843","0_34_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","6___10_%","3_5___4_5","0_50_kg_m2","0_35_kg_m2","___150_MJ_m2","13_0___14_9_C","2_5___3_5","6___10__","0_78_kg_m2","0_65_kg_m2","350___399_MJ_m2","____17_0_C","1_5___2_5","0_00___0_01__","0_62_kg_m2","0_00_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","0___1","2___3","2___3","51___53_hkg_ha"
"844","0_00_kg_m2","0_00_kg_m2","200___249_MJ_m2","____17_0_C","0_0___0_5","50___100_%","2_5___3_5","0_00_kg_m2","0_00_kg_m2","150___199_MJ_m2","___13_0_C","0_0___0_5","6___10__","0_00_kg_m2","0_00_kg_m2","____400_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","0_00_kg_m2","0_00_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_25_l_ha","T_rt_og_koldt","0_25_l_ha","0___1","____4","2___3","0___1_hkg_ha"
"845","0_16_kg_m2","0_35_kg_m2","200___249_MJ_m2","15_0___16_9_C","1_5___2_5","25___50_%","2_5___3_5","0_06_kg_m2","0_00_kg_m2","200___249_MJ_m2","15_0___16_9_C","0_0___0_5","50___100__","0_10_kg_m2","0_20_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_0___0_5","50___100__","0_02_kg_m2","0_00_kg_m2","300___349_MJ_m2","____17_0_C","0_0___0_5","2___6__","T_rt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_koldt","0_50_l_ha","0___1","2___3","____4","1___3_hkg_ha"
"846","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","____17_0_C","5_5___6_5","1___2_%","4_5___5_5","0_70_kg_m2","0_70_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_14_kg_m2","0_90_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_48_kg_m2","0_80_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_50_l_ha","T_rt_og_varmt","0_50_l_ha","2___3","____4","0___1","125___127_hkg_ha"
"847","0_34_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","25___50_%","5_5___6_5","0_68_kg_m2","0_60_kg_m2","200___249_MJ_m2","15_0___16_9_C","3_5___4_5","2___6__","1_04_kg_m2","0_75_kg_m2","300___349_MJ_m2","13_0___14_9_C","1_5___2_5","10___25__","0_88_kg_m2","0_05_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","10___25__","V_dt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_koldt","0_l_ha","____4","0___1","____4","73___75_hkg_ha"
"848","0_32_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_01___0_5_%","3_5___4_5","0_66_kg_m2","0_65_kg_m2","200___249_MJ_m2","____17_0_C","4_5___5_5","0_5___1__","0_96_kg_m2","0_70_kg_m2","300___349_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","1_06_kg_m2","0_40_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_50_l_ha","0___1","2___3","____4","89___91_hkg_ha"
"849","0_26_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","2___6_%","5_5___6_5","0_52_kg_m2","0_50_kg_m2","150___199_MJ_m2","____17_0_C","4_5___5_5","0_00___0_01__","0_86_kg_m2","0_70_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_08_kg_m2","0_50_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","0___1","2___3","2___3","91___93_hkg_ha"
"850","0_22_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","1___2_%","5_5___6_5","0_56_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01__","1_04_kg_m2","0_90_kg_m2","350___399_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_06_kg_m2","0_30_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","T_rt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_50_l_ha","0___1","0___1","0___1","89___91_hkg_ha"
"851","0_22_kg_m2","0_45_kg_m2","150___199_MJ_m2","____17_0_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_58_kg_m2","0_65_kg_m2","200___249_MJ_m2","____17_0_C","5_5___6_5","0_00___0_01__","1_08_kg_m2","0_90_kg_m2","350___399_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_32_kg_m2","0_55_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_75_l_ha","____4","0___1","0___1","111___113_hkg_ha"
"852","0_18_kg_m2","0_35_kg_m2","150___199_MJ_m2","____17_0_C","2_5___3_5","2___6_%","2_5___3_5","0_50_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","10___25__","0_72_kg_m2","0_50_kg_m2","___300_MJ_m2","15_0___16_9_C","1_5___2_5","6___10__","0_82_kg_m2","0_35_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","1___2__","T_rt_og_varmt","0_l_ha","T_rt_og_koldt","0_l_ha","V_dt_og_koldt","0_l_ha","0___1","2___3","2___3","69___71_hkg_ha"
"853","0_18_kg_m2","0_40_kg_m2","150___199_MJ_m2","____17_0_C","4_5___5_5","0_5___1_%","4_5___5_5","0_46_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","0_86_kg_m2","0_75_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","0_94_kg_m2","0_30_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_75_l_ha","____4","2___3","2___3","79___81_hkg_ha"
"854","0_10_kg_m2","0_30_kg_m2","200___249_MJ_m2","___13_0_C","0_5___1_5","50___100_%","3_5___4_5","0_26_kg_m2","0_40_kg_m2","200___249_MJ_m2","13_0___14_9_C","0_5___1_5","1___2__","0_14_kg_m2","0_00_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_01___0_5__","0_06_kg_m2","0_00_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","T_rt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","0___1","2___3","____4","5___7_hkg_ha"
"855","0_00_kg_m2","0_10_kg_m2","150___199_MJ_m2","13_0___14_9_C","0_0___0_5","50___100_%","5_5___6_5","0_00_kg_m2","0_05_kg_m2","____250_MJ_m2","___13_0_C","0_0___0_5","0_5___1__","0_00_kg_m2","0_00_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","0_00_kg_m2","0_00_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_25_l_ha","0___1","2___3","2___3","0___1_hkg_ha"
"856","0_18_kg_m2","0_35_kg_m2","200___249_MJ_m2","13_0___14_9_C","0_5___1_5","50___100_%","3_5___4_5","0_26_kg_m2","0_25_kg_m2","150___199_MJ_m2","____17_0_C","0_5___1_5","2___6__","0_46_kg_m2","0_40_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","1___2__","0_50_kg_m2","0_30_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_5___1__","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_l_ha","____4","____4","____4","41___43_hkg_ha"
"857","0_32_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_54_kg_m2","0_45_kg_m2","150___199_MJ_m2","____17_0_C","4_5___5_5","0_00___0_01__","0_96_kg_m2","0_75_kg_m2","300___349_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_02_kg_m2","0_35_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_25_l_ha","0___1","2___3","2___3","87___89_hkg_ha"
"858","0_12_kg_m2","0_30_kg_m2","___150_MJ_m2","15_0___16_9_C","1_5___2_5","50___100_%","4_5___5_5","0_32_kg_m2","0_45_kg_m2","200___249_MJ_m2","___13_0_C","1_5___2_5","2___6__","0_54_kg_m2","0_55_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","0_42_kg_m2","0_00_kg_m2","350___399_MJ_m2","____17_0_C","0_0___0_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","T_rt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_75_l_ha","2___3","0___1","2___3","35___37_hkg_ha"
"859","0_40_kg_m2","0_70_kg_m2","200___249_MJ_m2","15_0___16_9_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_60_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_10_kg_m2","0_95_kg_m2","350___399_MJ_m2","____17_0_C","4_5___5_5","0_00___0_01__","1_28_kg_m2","0_50_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_l_ha","0___1","____4","____4","109___111_hkg_ha"
"860","0_36_kg_m2","0_65_kg_m2","____250_MJ_m2","____17_0_C","5_5___6_5","0_5___1_%","5_5___6_5","0_58_kg_m2","0_50_kg_m2","200___249_MJ_m2","15_0___16_9_C","5_5___6_5","0_00___0_01__","1_14_kg_m2","1_00_kg_m2","300___349_MJ_m2","____17_0_C","4_5___5_5","0_00___0_01__","1_40_kg_m2","0_65_kg_m2","___300_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_50_l_ha","____4","0___1","0___1","119___121_hkg_ha"
"861","0_34_kg_m2","0_60_kg_m2","150___199_MJ_m2","15_0___16_9_C","5_5___6_5","2___6_%","5_5___6_5","0_60_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_04_kg_m2","0_80_kg_m2","350___399_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_26_kg_m2","0_55_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_50_l_ha","V_dt_og_koldt","0_l_ha","2___3","2___3","____4","107___109_hkg_ha"
"862","0_30_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","1___2_%","5_5___6_5","0_62_kg_m2","0_60_kg_m2","____250_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_14_kg_m2","0_95_kg_m2","____400_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_28_kg_m2","0_45_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_75_l_ha","0___1","2___3","2___3","107___109_hkg_ha"
"863","0_18_kg_m2","0_40_kg_m2","___150_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01_%","2_5___3_5","0_38_kg_m2","0_45_kg_m2","150___199_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01__","0_94_kg_m2","1_00_kg_m2","350___399_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_00_kg_m2","0_30_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_l_ha","2___3","2___3","0___1","85___87_hkg_ha"
"864","0_34_kg_m2","0_65_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","1___2_%","5_5___6_5","0_62_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_00_kg_m2","0_70_kg_m2","300___349_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","1_04_kg_m2","0_35_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_l_ha","____4","2___3","2___3","87___89_hkg_ha"
"865","0_16_kg_m2","0_35_kg_m2","___150_MJ_m2","13_0___14_9_C","5_5___6_5","1___2_%","___6_5","0_44_kg_m2","0_55_kg_m2","200___249_MJ_m2","____17_0_C","4_5___5_5","10___25__","0_76_kg_m2","0_70_kg_m2","300___349_MJ_m2","____17_0_C","2_5___3_5","2___6__","0_88_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_01___0_5__","T_rt_og_varmt","0_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","0___1","2___3","____4","73___75_hkg_ha"
"866","0_40_kg_m2","0_70_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01_%","5_5___6_5","0_54_kg_m2","0_40_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01__","0_88_kg_m2","0_75_kg_m2","350___399_MJ_m2","13_0___14_9_C","2_5___3_5","0_01___0_5__","1_14_kg_m2","0_55_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","1___2__","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","2___3","2___3","2___3","97___99_hkg_ha"
"867","0_34_kg_m2","0_60_kg_m2","____250_MJ_m2","13_0___14_9_C","2_5___3_5","25___50_%","5_5___6_5","0_56_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","6___10__","0_94_kg_m2","0_70_kg_m2","____400_MJ_m2","15_0___16_9_C","1_5___2_5","0_01___0_5__","1_10_kg_m2","0_45_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_75_l_ha","2___3","0___1","2___3","93___95_hkg_ha"
"868","0_30_kg_m2","0_55_kg_m2","200___249_MJ_m2","15_0___16_9_C","4_5___5_5","25___50_%","___6_5","0_18_kg_m2","0_00_kg_m2","200___249_MJ_m2","15_0___16_9_C","0_0___0_5","50___100__","0_10_kg_m2","0_00_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_0___0_5","10___25__","0_00_kg_m2","0_00_kg_m2","___300_MJ_m2","13_0___14_9_C","0_0___0_5","0_01___0_5__","T_rt_og_varmt","0_l_ha","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_25_l_ha","2___3","2___3","____4","0___1_hkg_ha"
"869","0_34_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01_%","4_5___5_5","0_58_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_00_kg_m2","0_75_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_12_kg_m2","0_45_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_01___0_5__","T_rt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_l_ha","0___1","0___1","____4","93___95_hkg_ha"
"870","0_24_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_01___0_5_%","4_5___5_5","0_48_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","0_5___1__","0_98_kg_m2","0_90_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_12_kg_m2","0_45_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_l_ha","V_dt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_50_l_ha","2___3","2___3","____4","93___95_hkg_ha"
"871","0_26_kg_m2","0_50_kg_m2","200___249_MJ_m2","15_0___16_9_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_64_kg_m2","0_65_kg_m2","200___249_MJ_m2","___13_0_C","5_5___6_5","0_00___0_01__","1_18_kg_m2","0_95_kg_m2","350___399_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_28_kg_m2","0_45_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_l_ha","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_50_l_ha","____4","0___1","2___3","109___111_hkg_ha"
"872","0_28_kg_m2","0_50_kg_m2","200___249_MJ_m2","____17_0_C","5_5___6_5","1___2_%","5_5___6_5","0_58_kg_m2","0_60_kg_m2","200___249_MJ_m2","____17_0_C","4_5___5_5","0_00___0_01__","0_92_kg_m2","0_75_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_00_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_koldt","0_l_ha","2___3","0___1","2___3","85___87_hkg_ha"
"873","0_36_kg_m2","0_65_kg_m2","200___249_MJ_m2","___13_0_C","4_5___5_5","6___10_%","4_5___5_5","0_52_kg_m2","0_40_kg_m2","150___199_MJ_m2","15_0___16_9_C","3_5___4_5","0_5___1__","1_06_kg_m2","0_95_kg_m2","350___399_MJ_m2","13_0___14_9_C","2_5___3_5","0_01___0_5__","1_26_kg_m2","0_50_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","2___3","2___3","2___3","107___109_hkg_ha"
"874","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","1___2_%","5_5___6_5","0_58_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_08_kg_m2","0_95_kg_m2","____400_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_18_kg_m2","0_40_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_l_ha","T_rt_og_varmt","0_75_l_ha","____4","____4","0___1","99___101_hkg_ha"
"875","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","10___25_%","___6_5","0_44_kg_m2","0_40_kg_m2","200___249_MJ_m2","13_0___14_9_C","1_5___2_5","25___50__","0_74_kg_m2","0_60_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_01___0_5__","1_10_kg_m2","0_70_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_75_l_ha","____4","____4","2___3","93___95_hkg_ha"
"876","0_32_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01_%","5_5___6_5","0_78_kg_m2","0_80_kg_m2","____250_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01__","1_32_kg_m2","1_00_kg_m2","350___399_MJ_m2","____17_0_C","4_5___5_5","0_00___0_01__","1_68_kg_m2","0_80_kg_m2","300___349_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_50_l_ha","0___1","____4","2___3","141___143_hkg_ha"
"877","0_30_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","1___2_%","5_5___6_5","0_56_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","5_5___6_5","0_00___0_01__","0_94_kg_m2","0_80_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_10_kg_m2","0_45_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_25_l_ha","2___3","____4","____4","93___95_hkg_ha"
"878","0_22_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_01___0_5_%","3_5___4_5","0_46_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","0_86_kg_m2","0_75_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_08_kg_m2","0_55_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","T_rt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_25_l_ha","0___1","0___1","0___1","91___93_hkg_ha"
"879","0_22_kg_m2","0_40_kg_m2","150___199_MJ_m2","15_0___16_9_C","2_5___3_5","2___6_%","2_5___3_5","0_44_kg_m2","0_40_kg_m2","150___199_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","0_88_kg_m2","0_85_kg_m2","300___349_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","0_94_kg_m2","0_30_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_l_ha","____4","0___1","0___1","79___81_hkg_ha"
